"","participant","sound_label","sound_start","sound_end","word","utterance","F1_20","F1_35","F1_50","F1_65","F1_80","F2_20","F2_35","F2_50","F2_65","F2_80","duration","changeF2","changeF1","trajectory","gender","changeF1norm","changeF2norm","traj_norm","child","meanF1","meanF2","FLEECEF1","FLEECEF2","TRAPF1","TRAPF2","u_F1","u_F2","s_f1","s_f2"
"5461","Lola","face",181.740298884435,181.848929911358,"OKAY","okay",715.36,717.53,699.85,703.9,715.33,2107.35,2084.57,2152.09,2122.74,2192.55,0.108631026923774,85.2000000000003,-0.0299999999999727,85.2000052816903,"F",-0.276164194056856,784.306311122188,784.306359742644,"teen",710.394,2131.86,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5462","Lola","goat",189.536233917874,189.590876116828,"OKAY","okay",761.8,766.35,671.04,644.47,654.98,1932.74,2088.82,2133.81,2202.99,2220.84,0.0546421989542978,288.1,-106.82,307.265556807137,"F",-1954.89936430529,5272.48180917763,5623.22825009533,"teen",699.728,2115.84,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5463","Lola","face",189.700092085615,189.853308773661,"OKAY","okay",612.41,635.59,642.06,616.33,573.5,2332.15,2387.55,2372.82,2458.78,2547.52,0.153216688045802,215.37,-38.91,218.856631153822,"F",-253.954060071892,1405.65628161613,1428.41249178025,"teen",615.978,2419.764,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5464","Lola","lot",193.285125053903,193.37457093495,"WATCH","there was once a poor shepherd boy who used to watch his flocks in the fields next",669.84,787.56,742.74,752.48,731.98,927.91,841.37,967.7,1002.31,1079.15,0.0894458810474248,151.24,62.14,163.508156371479,"F",694.721761050718,1690.85483008224,1828.01213937158,"teen",736.92,963.688,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5465","Lola","foot",197.16336374343,197.215468505921,"FOOT","to a dark forest near the foot of a mountain",561.93,549.91,557.17,534.29,532.62,1861.46,1900.21,2034.09,2066.49,2004.06,0.0521047624906998,142.6,-29.3099999999999,145.581029327313,"F",-562.520556642619,2736.79397397604,2794.00619767335,"teen",547.184,1973.262,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5466","Lola","foot",204.607819676094,204.680425416543,"GOOD","he thought up a good plan to get some company for himself and also have a little fun",484,473.11,471.66,474.75,475.95,2424,2309.05,2276.38,2286.28,2274.74,0.0726057404496316,-149.26,-8.05000000000001,149.476921630063,"F",-110.872776038755,-2055.76031696206,2058.74798196926,"teen",475.894,2314.09,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5467","Lola","goat",207.385367607264,207.529306234891,"ALSO","he thought up a good plan to get some company for himself and also have a little fun",673.15,756.89,741.75,736.06,719.08,1874.5,1989.18,2046.76,2091.58,2059.26,0.143938627626198,184.76,45.9300000000001,190.383356678046,"F",319.094330392521,1283.60262319447,1322.67036179102,"teen",725.386,2012.256,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5468","Lola","trap",207.648521615626,207.721186293288,"HAVE","he thought up a good plan to get some company for himself and also have a little fun",923.46,917.15,889.87,839.14,791.48,1501.85,1545.32,1563.38,1610.33,1619.11,0.0726646776617486,117.26,-131.98,176.546390504026,"F",-1816.28824687508,1613.71389474596,2429.60398621519,"teen",872.22,1567.998,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5469","Lola","face",209.092506579668,209.196545155831,"RAISING","raising his fist in the air he ran down the village shouting wolf wolf",690.84,629.03,556.41,508.95,553.39,2220.17,2256.72,2489.96,2470.15,2357.67,0.10403857616248,137.5,-137.45,194.419012701947,"F",-1321.1445703115,1321.62516127924,1868.72042922154,"teen",587.724,2358.934,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5470","Lola","face",213.582863447103,213.694341608918,"THEY","as soon as they heard him",555.58,542.75,541.51,542.64,546.68,2191.2,2347.1,2434.86,2557.55,2708.56,0.111478161814745,517.36,-8.90000000000009,517.436546447968,"F",-79.8362643868326,4640.90895990689,4641.59560962125,"teen",545.832,2447.854,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5471","Lola","goat",217.021699602528,217.135422193878,"HOMES","the villagers all rushed from their homes",598.32,576.86,556.88,545.29,538.81,1956.45,2065.91,2161.09,2453.31,2436.23,0.113722591349585,479.78,-59.5100000000001,483.456604567566,"F",-523.290924817791,4218.8627106214,4251.192298999,"teen",563.232,2214.598,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5472","Lola","face",219.276093798515,219.385942274538,"SAFETY","full of concern for his safety",580.89,563.24,554.19,547.55,501.29,2258.5,2313.91,2434.72,2550.8,2716.46,0.109848476022535,457.96,-79.6,464.826334882179,"F",-724.634540980526,4169.01550737992,4231.52283684684,"teen",549.432,2454.878,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5473","Lola","fleece",221.768533005795,221.862164801404,"EVEN","and two of his cousins even stayed with him for a short while",451.47,488.29,489.29,505.94,496.57,2784.95,2764.4,2822.92,2433.46,2822.63,0.0936317956095252,37.6800000000003,45.1,58.7689748081419,"F",481.673983783047,402.427399311427,627.660448307832,"teen",486.312,2725.672,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5474","Lola","face",222.213021459792,222.346863078565,"STAYED","and two of his cousins even stayed with him for a short while",563.16,563.66,567.05,525.88,439.37,2288.31,2357.14,2459.41,2600.55,2641.62,0.133841618773118,353.31,-123.79,374.368695539571,"F",-924.899154199883,2639.76185613023,2797.10226887037,"teen",531.824,2469.406,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5475","Lola","price",223.492530079196,223.647824224387,"WHILE","and two of his cousins even stayed with him for a short while",742.44,815.79,823.58,818.4,764.66,1216.84,1254.81,1312.3,1295.97,1183.2,0.155294145190879,-33.6399999999999,22.2199999999999,40.3159769818367,"F",143.083307955289,-216.621173700087,259.610411791652,"teen",792.974,1252.624,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5476","Lola","face",224.721728531993,224.842328220596,"GAVE","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",491.11,486.27,485.7,492.3,492.11,2712.62,2646.52,2648.18,2634.98,2211.51,0.120599688603903,-501.11,1,501.110997783924,"F",8.29189537366381,-4155.15169069667,4155.15996421658,"teen",489.498,2570.762,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5477","Lola","goat",225.574304431194,225.689629114714,"SO","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",635.5,634.56,597.19,554.26,652.34,1962.32,2021.86,2140.01,2206.05,2279.12,0.115324683519106,316.8,16.84,317.247262557142,"F",146.022512146848,2747.02683183618,2750.90512175204,"teen",614.77,2121.872,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5478","Lola","trap",226.570541222778,226.657192776005,"THAT","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",763.47,797.37,810.49,830.85,839.62,1638.15,1656.4,1616.7,1624.88,1645.61,0.0866515532261474,7.45999999999981,76.15,76.5145352204403,"F",878.807097678446,86.0919362925941,883.014006924365,"teen",808.36,1636.348,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5479","Lola","face",227.218968941112,227.326712609682,"DAYS","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",518.86,528.56,484.9,447.59,464.36,2370.39,2380.1,2426.92,2334.97,2223.71,0.107743668569753,-146.68,-54.5,156.477705760277,"F",-505.830186807839,-1361.37929910044,1452.31462634831,"teen",488.854,2347.218,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5480","Lola","face",227.453351667572,227.570614774344,"LATER","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",627.11,631.49,625.6,621.9,612,2019.53,2078.73,2222.02,2310.39,2394.74,0.117263106771247,375.21,-15.11,375.514122504068,"F",-128.85553194046,3199.72760684183,3202.32111227113,"teen",623.62,2205.082,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5481","Lola","price",228.021403637212,228.089779097431,"TRIED","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",800.19,786.58,762.2,686.52,611.8,1658.99,1743.42,1850.74,1879.94,1904.03,0.0683754602188742,245.04,-188.39,309.088003164147,"F",-2755.22825582382,3583.74187487165,4520.45225252944,"teen",729.458,1807.424,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5482","Lola","trap",228.855414402092,228.931303116595,"EXACT","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",651.93,713.99,769.55,789.47,743.31,1767.9,1759.57,1778.56,1793.3,1808.9,0.0758887145030656,41,91.38,100.156399695676,"F",1204.13161032407,540.264784671557,1319.77989548934,"teen",733.65,1781.646,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5483","Lola","face",229.134577595266,229.234709783791,"SAME","this gave the boy so much pleasure that a few days later he tried to do the exact same trick",514.48,540.54,571.16,554.58,526.49,2348.43,2484.95,2554.09,2622.96,2300.32,0.100132188525663,-48.1099999999997,12.01,49.586411445072,"F",119.941451164047,-480.464880558059,495.209504308032,"teen",541.45,2462.15,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5484","Lola","lot",233.013498794417,233.069543361813,"NOT","not long after a wolf had",688.53,756.3,852.96,826.21,729.82,1567.86,1503.56,1379.11,1371.68,1359.78,0.0560445673966399,-208.08,41.2900000000001,212.137103072518,"F",736.735100617007,-3712.7594995492,3785.15015685957,"teen",770.764,1436.398,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5485","Lola","trap",234.608202325717,234.727318774853,"HAD","not long after a wolf had",871.16,838.76,776.79,754.52,615.34,1547.77,1602.52,1754.01,1861.06,1932.75,0.119116449136328,384.98,-255.82,462.226646570706,"F",-2147.64628944921,3231.96336686794,3880.46025483593,"teen",771.314,1739.622,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5486","Lola","trap",236.650264382799,236.740271443689,"THAT","a wolf that had just escaped from the zoo was looking for",739.28,847.91,884.3,936.79,940.85,1718.46,1686.91,1696.16,1589.47,1605.53,0.0900070608895476,-112.93,201.57,231.049020339841,"F",2239.49096890695,-1254.6793427527,2567.00994406843,"teen",869.826,1659.306,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5487","Lola","face",237.593841777198,237.6775665557,"ESCAPED","a wolf that had just escaped from the zoo was looking for",527.24,576.56,614.19,544.8,552.1,2463.19,2425.71,2475.13,2568.91,2548.22,0.0837247785023578,85.0299999999997,24.86,88.5896184662738,"F",296.925240588124,1015.58942909124,1058.10513985151,"teen",562.978,2496.232,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5488","Lola","face",239.903289135279,240.082530165351,"CHANGE","a change from its usual diet of chicken and duck so",695.21,667.6,619.51,593.86,550.57,2621.8,2731.48,2796.48,2817.26,2755.15,0.179241030071893,133.35,-144.64,196.730658769801,"F",-806.958094036758,743.970283737567,1097.57603318221,"teen",625.35,2744.434,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5489","Lola","price",241.407053114405,241.604464138357,"DIET","a change from its usual diet of chicken and duck so",855.97,911.39,835.08,676.44,650.26,1574.23,1572.89,1936.12,2188,2437.5,0.197411023951304,863.27,-205.71,887.441094946588,"F",-1042.0390709829,4372.95740998206,4495.39786169944,"teen",785.828,1941.748,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5490","Lola","goat",243.112656657829,243.279702066012,"SO","a change from its usual diet of chicken and duck so",670.31,753.47,730.43,642.83,565.3,1872.07,1833.95,1933.8,1933.25,2046.8,0.167045408182304,174.73,-105.01,203.856991540639,"F",-628.631466992484,1046.0030114046,1220.36872344411,"teen",672.468,1923.974,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5491","Lola","goat",243.849267589951,244.007444831591,"OVERCOMING","overcoming its fear of being shot it actually did come out",741.91,637.8,567.57,624.13,627.53,2066.66,2239.14,2264.63,2333.26,2203.63,0.158177241640004,136.97,-114.38,178.447654229469,"F",-723.11287524104,865.927352000046,1128.14999414137,"teen",639.788,2221.464,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5492","Lola","lot",246.294555592352,246.402815964056,"SHOT","overcoming its fear of being shot it actually did come out",652.12,667.58,771.96,726.17,726.02,1410.92,1238.54,1186.39,1148.12,1157.16,0.108260371704148,-253.76,73.9,264.30162239381,"F",682.613580913546,-2343.97865077972,2441.35151425573,"teen",708.77,1228.226,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5493","Lola","fleece",252.670203226646,252.762994577019,"SHEEP","oh to threaten the sheep",515.32,502.07,478.52,432.19,411.97,2697.7,2677.8,2829,2838.62,2992.31,0.092791350373659,294.61,-103.35,312.211906563475,"F",-1113.78915797456,3174.97265438689,3364.66605245249,"teen",468.014,2807.086,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5494","Lola","face",253.401577056648,253.484045647244,"RACING","racing down the village",703.56,642.37,591.78,569.22,615.74,2083.04,2257.84,2319.01,2364.23,2460.98,0.0824685905959086,377.94,-87.8199999999999,388.00901535918,"F",-1064.89027356261,4582.83568652076,4704.93084161462,"teen",624.534,2297.02,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5495","Lola","price",256.17621423229,256.290808072562,"CRIED","the boy of course cried out even louder unfortunately",839.07,858.65,847.47,759.02,683.84,1369.32,1511.66,1662.76,1826.22,2086.01,0.114593840272562,716.69,-155.23,733.308195099441,"F",-1354.61033185366,6254.1756022431,6399.19382538594,"teen",797.61,1691.194,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5496","Lola","fleece",256.604607864565,256.665541489779,"EVEN","the boy of course cried out even louder unfortunately",498.93,484.25,504.74,481.82,464.45,2839.44,2817.57,2799.38,2840.7,2780.14,0.0609336252140338,-59.3000000000002,-34.48,68.5956295983937,"F",-565.86162203359,-973.190086618097,1125.74345211608,"teen",486.838,2815.446,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5497","Lola","price",261.307052976191,261.406688931983,"TRYING","as all the villagers were convinced that he was trying to fool him the third time they told him",839.55,925.53,909.06,774.37,668.22,1576.67,1664.83,1790.79,1938.01,2039.53,0.0996359557925643,462.86,-171.33,493.551768814579,"F",-1719.55995842202,4645.51171630897,4953.55080290615,"teen",823.346,1801.966,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5498","Lola","price",262.706429256201,262.793033583263,"TIME","as all the villagers were convinced that he was trying to fool him the third time they told him",925,883.66,860.74,763.59,718.89,1710.4,1773.77,1833.24,1869.31,1859.77,0.0866043270623891,149.37,-206.11,254.544159233717,"F",-2379.90418020938,1724.74061131374,2939.16213967398,"teen",830.376,1809.298,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5499","Lola","face",262.915568905851,263.004505825319,"THEY","as all the villagers were convinced that he was trying to fool him the third time they told him",590.95,586.91,588.24,498.92,430.41,2211.1,2332.32,2424.35,2408.67,2426.07,0.0889369194678693,214.97,-160.54,268.300563734033,"F",-1805.09962522369,2417.10643100994,3016.75125852502,"teen",539.086,2360.502,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5500","Lola","goat",263.16676305858,263.277207544152,"TOLD","as all the villagers were convinced that he was trying to fool him the third time they told him",638.2,618.62,611.01,595.73,583.35,1074.85,1043.16,1033.23,1049.09,1205.66,0.11044448557152,130.81,-54.85,141.84420538041,"F",-496.629593738123,1184.39593722669,1284.30319220018,"teen",609.382,1081.198,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5501","Lola","face",264.461776184188,264.715268982593,"AWAY","go away and don't bother us again",762.13,678.55,626.1,537.71,427.04,1937.32,2146.16,2418.78,2688.37,2753.62,0.25349279840475,816.3,-335.09,882.400701552305,"F",-1321.89159656112,3220.20982504055,3480.96950724171,"teen",606.306,2388.85,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5502","Lola","goat",265.006738692711,265.13602415278,"DON'T","go away and don't bother us again",674.48,662.92,624.08,616.89,653.83,1986.07,1983.42,2148.27,2106.66,2170.51,0.129285460069582,184.44,-20.65,185.592392354859,"F",-159.724070973535,1426.61053996895,1435.5240895223,"teen",646.44,2078.986,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5503","Lola","lot",265.247720046443,265.338349270096,"BOTHER","go away and don't bother us again",660.66,673.99,690.62,692.76,660.56,1235.39,1258.4,1264.64,1304.83,1347.42,0.0906292236531385,112.03,-0.100000000000023,112.030044630894,"F",-1.10339685113876,1236.13549233046,1236.13598478634,"teen",675.718,1282.136,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5504","Lola","goat",266.853882603503,266.95668270417,"SO","and so the wolf had a feast",602.31,588.47,580.42,572.06,558.29,1925.29,1949.31,1969.08,1973.99,1969.84,0.102800100666343,44.55,-44.02,62.6295688952111,"F",-428.209697409492,433.365334384208,609.236454918338,"teen",580.31,1957.502,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5505","Lola","face",277.090252776817,277.24329324587,"OKAY","oh oh okay",652.33,642.55,636.75,626.49,567.43,2190.72,2295.93,2396.52,2437.44,2493.81,0.153040469052826,303.09,-84.9000000000001,314.756347195732,"F",-554.755226022567,1980.4565542424,2056.68702627333,"teen",625.11,2362.884,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5506","Lola","face",286.272834178257,286.465644802668,"OKAY","oh okay yeah",606.04,558.29,576.91,479.25,424.65,2343.74,2513.86,2557.42,2690.73,2707.48,0.192810624410868,363.74,-181.39,406.459247280709,"F",-940.767660258538,1886.51429925818,2108.07494930657,"teen",529.028,2562.646,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5507","Lola","face",303.082217815601,303.175846680444,"STAYING","are you staying here forever?",550.81,535,569.31,578.28,572.71,2242.55,2406.36,2404.39,2513.74,2560.83,0.0936288648430832,318.28,21.9000000000001,319.032550690364,"F",233.90222701838,3399.37903266711,3407.4166254717,"teen",561.222,2425.574,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5508","Lola","face",317.662024650721,317.730188680482,"TAKE","he's tryna take us to --",642.07,640.69,619.21,625.6,633.76,2118.22,2175.66,2106.88,2293.26,2316.34,0.0681640297613058,198.12,-8.31000000000006,198.294201881951,"F",-121.911806404341,2906.51830142333,2909.07392911379,"teen",632.266,2202.072,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5509","Lola","goat",324.519952923198,324.663895852304,"DON'T","I don't wanna go",746.33,763.59,760.82,733.21,645.29,1592.41,1406.63,1228.79,1126.65,1543.09,0.14394292910589,-49.3200000000002,-101.04,112.434621002608,"F",-701.944865424206,-342.635795355522,781.105551352903,"teen",729.848,1379.514,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5510","Lola","price",327.86923084878,327.946338681231,"TIME'S","what time's it?",847.76,852.23,860.27,816.43,747.58,1549.64,1605.34,1647.22,1654.46,1638.36,0.0771078324515884,88.7199999999998,-100.18,133.818051099244,"F",-1299.21950617529,1150.59647222871,1735.46638317529,"teen",824.854,1619.004,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5511","Lola","goat",331.664524130407,331.767178857797,"NO","it's -- no it's three twenty. I don't wanna go",630.05,637.47,628.72,621.64,597.73,1791.09,1815.04,1887.47,1907.08,1985.85,0.102654727390529,194.76,-32.3199999999999,197.423504173135,"F",-314.841808278785,1897.23361944234,1923.179859239,"teen",623.122,1877.306,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5512","Lola","goat",333.009508814278,333.169994149499,"GO","it's -- no it's three twenty. I don't wanna go",667.82,702.34,727.45,621.3,542.06,1561.07,1542.75,1557.55,1477.01,1371.07,0.160485335220073,-190,-125.76,227.849901470244,"F",-783.623000989752,-1183.90879602459,1419.75527644189,"teen",652.194,1501.89,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5513","Lola","face",336.049519415422,336.125044593088,"SAY","I'm gonna say to him can we practise outside or something cos",556.7,532.02,512.39,506.8,542.01,1905.05,2062.3,2193.18,2224.9,2052.62,0.0755251776664068,147.57,-14.6900000000001,148.299362776783,"F",-194.504673195018,1953.91794577186,1963.57515942324,"teen",529.984,2087.61,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5514","Lola","price",337.146036421062,337.243031009358,"OUTSIDE","I'm gonna say to him can we practise outside or something cos",811.54,852.86,814.46,783.78,717.69,1466.58,1576.4,1630.76,1676.39,1666.68,0.0969945882961269,200.1,-93.8499999999999,221.015457604214,"F",-967.579755207306,2063.00169437381,2278.63699910193,"teen",796.066,1603.362,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5515","Lola","goat",339.135568755683,339.238978430879,"GO","don't wanna go all the way to Acton Park",584.85,622.01,604.49,615.13,619.18,987.88,921.59,846.75,775.96,815.28,0.103409675195849,-172.6,34.3299999999999,175.980990166552,"F",331.98054181083,-1669.08947033351,1701.78457512084,"teen",609.132,869.492,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5516","Lola","face",339.406145246629,339.467332526231,"WAY","don't wanna go all the way to Acton Park",576.73,572.04,561.26,552.09,548.23,1604.52,1650.23,1678.81,1782.6,1734.48,0.061187279601711,129.96,-28.5,133.048305513449,"F",-465.783087359273,2123.97087835828,2174.44387754295,"teen",562.07,1690.128,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5517","Lola","face",347.905237964918,347.95539349073,"MAKING","this socket's making a noise",520.41,510.76,479.69,466.37,480.46,2030.24,2225.52,2183.5,2572.12,2453.39,0.0501555258118742,423.15,-39.95,425.031675290207,"F",-796.522404128439,8436.75732933539,8474.27413849546,"teen",491.538,2292.954,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5518","Lola","face",357.043429399704,357.128997629355,"OKAY","okay",549.91,557.82,564.04,603.6,608.45,2152.88,2172.3,2198.69,2152.98,2173.85,0.0855682296507894,20.9699999999998,58.5400000000001,62.1825739254978,"F",684.132419694861,245.067592090896,726.701652929711,"teen",576.764,2170.14,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5519","Lola","face",369.741710778248,369.845053172634,"INDICATE","please indicate if I do not",606.96,484.56,494.43,508.67,537.65,2479.06,2434.83,2578.38,2626.32,2649,0.103342394386345,169.94,-69.3100000000001,183.530596086865,"F",-670.683124883724,1644.43644845967,1775.94681424486,"teen",526.454,2553.518,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5520","Lola","price",383.113473988629,383.21859356441,"WRITE","shall I write my name yeah",760.72,789.36,740.81,723.58,673.78,1448.11,1569.64,1612.84,1698.28,1743.1,0.105119575780577,294.99,-86.9400000000001,307.534817053289,"F",-827.058132173932,2806.23278594419,2925.57132931383,"teen",737.65,1614.394,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5521","Lola","face",383.385156710263,383.475844915828,"NAME","shall I write my name yeah",666.39,607.2,557.52,537.97,525.57,2310.6,2465.77,2562.26,2564.9,2640.91,0.0906882055647316,330.31,-140.82,359.07515717465,"F",-1552.79288109285,3642.25973976551,3959.44715124337,"teen",578.93,2508.888,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5522","Lola","face",396.714096296803,396.791925341206,"FAKE","where ((shall)) I put the fake name",598.33,575.23,560.47,516.44,487.34,2151.51,2292.51,2333.33,2485.35,2482.11,0.077829044402506,330.6,-110.99,348.733623414778,"F",-1426.07429979477,4247.77154259079,4480.76455379875,"teen",547.562,2348.962,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5523","Lola","face",396.980077105434,397.092742136317,"NAME","where ((shall)) I put the fake name",622.68,602.44,582.98,576.19,562.31,2225.93,2317.32,2341.65,2411.14,2367.44,0.112665030882852,141.51,-60.37,153.849332140247,"F",-535.836182060538,1256.02415311225,1365.54644271316,"teen",589.32,2332.696,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5524","Lola","face",399.792706418754,399.861173926881,"FAKE","where shall I put the fake name",652.69,607.73,598.71,548.7,511.64,2077.3,2187.98,2310.02,2366.11,2496.87,0.0684675081267869,419.57,-141.05,442.644425470377,"F",-2060.10126348992,6128.01621497671,6465.02899814458,"teen",583.894,2287.656,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5525","Lola","face",400.068804585538,400.185540692961,"NAME","where shall I put the fake name",599.44,575.91,567.93,595.9,552.37,2162.33,2244.45,2403.61,2455.01,2494.91,0.116736107423208,332.58,-47.0700000000001,335.894390099031,"F",-403.217145397485,2848.98997697674,2877.38213577141,"teen",578.31,2352.062,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5526","Lola","face",405.718538104722,405.811294875283,"DATE","what's the date today",541.74,537.8,539.88,541.64,528.82,2151.67,2262.76,2448.64,2499.61,2600.01,0.0927567705612091,448.34,-12.92,448.526121870288,"F",-139.289023559463,4833.5016116602,4835.50816998648,"teen",537.976,2392.538,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
"5527","Lola","face",406.026241281741,406.118120361781,"TODAY","what's the date today",594.46,578.15,574.6,570.81,550.77,2035.01,2143.28,2175.49,2220.88,2223.82,0.0918790800400302,188.81,-43.6900000000001,193.798947881561,"F",-475.516297953409,2054.98357099068,2109.2826331862,"teen",573.758,2159.696,477.35775,2566.94725,817.63625,1656.45325,477.35775,477.35775,590.783916666667,1566.91941666667
