"","participant","sound_label","sound_start","sound_end","word","utterance","F1_20","F1_35","F1_50","F1_65","F1_80","F2_20","F2_35","F2_50","F2_65","F2_80","duration","changeF2","changeF1","trajectory","gender","changeF1norm","changeF2norm","traj_norm","child","meanF1","meanF2","FLEECEF1","FLEECEF2","TRAPF1","TRAPF2","u_F1","u_F2","s_f1","s_f2"
"2807","F8","price",858.69180095742,858.973434289186,"WHITE","wait a white black",928,1153.18,1076.02,918.23,639.89,1497.88,1782.69,1866.77,2261.26,2767.39,0.281633331766216,1269.51,-288.11,1301.79223081105,"F",-1022.9968100479,4507.66957177434,4622.2946078402,"child",943.064,2035.198,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2808","F8","trap",859.434563650657,859.586177394035,"BLACK","wait a white black",1139.95,1262.69,1261.86,1301.95,1307.91,2070.76,2028.97,1832.87,1901.39,1947.78,0.151613743377652,-122.98,167.96,208.169743238541,"F",1107.81513771896,-811.140185976883,1373.02686815149,"child",1254.872,1956.354,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2809","F8","face",861.45284842142,861.666940623163,"GREY","grey thing?",573.35,580.69,575.18,585.5,576.22,2357.96,3004.02,3137.61,3228.9,3243.22,0.214092201743028,885.26,2.87,885.264652236832,"F",13.405439229612,4134.9474328942,4134.96916295626,"child",578.188,2994.342,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2810","F8","face",870.844679256663,870.972868274583,"WAIT","wait",560.91,558.08,543.72,521.02,512.38,2402.98,2618.07,2792.24,3106.11,3015.3,0.128189017919112,612.32,-48.53,614.240134882116,"F",-378.581572647843,4776.69624075268,4791.67517508953,"child",539.222,2786.94,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2811","F8","goat",873.469524367124,873.624848065176,"ONLY","you -- do you only have the",650.21,669.12,656.98,660.28,686.16,1711.03,1978.41,1996.05,2244.09,2287.37,0.155323698052257,576.34,35.9499999999999,577.460126848599,"F",231.452125147734,3710.57351342547,3717.78507780776,"child",664.55,2043.39,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2812","F8","price",883.721457609124,883.809196520658,"I","I got",990.75,869.62,823.77,664.35,611.84,1885.39,1855.79,1915.21,1940.43,2104.61,0.0877389115344158,219.22,-378.91,437.755864038393,"F",-4318.60839590393,2498.54934562313,4989.3012847177,"child",792.066,1940.286,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2813","F8","price",890.208013001155,890.298987150416,"LIKE","but it's like",849.83,842.19,802.76,662.8,571.83,2233.68,2412.65,2717.53,3023.52,3146.78,0.090974149261001,913.1,-278,954.481854201535,"F",-3055.81313217263,10036.9171618231,10491.7920305379,"child",745.882,2706.832,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2814","F8","price",891.197112126557,891.274888013685,"I","I got the white black grey",1014.56,912.74,806.64,663.6,565.32,1850.64,1708.795,1995.08,2095.4,2086.18,0.0777758871283822,235.54,-449.24,507.243205178738,"F",-5776.08326419284,3028.44504507164,6521.85688787384,"child",792.572,1947.219,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2815","F8","price",891.876308653694,892.132655760717,"WHITE","I got the white black grey",879.51,1035.11,979.34,669.9,646.17,1339.54,1715.67,2140.16,2515.75,2767.36,0.256347107022975,1427.82,-233.34,1446.76104039333,"F",-910.250178790147,5569.86976206458,5643.75801699086,"child",842.006,2095.696,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2816","F8","face",893.152519221488,893.407681921253,"GREY","I got the white black grey",663.65,679.97,673.86,546.21,518.94,2445.1,2581.22,2745.74,2828.06,2979.36,0.255162699764924,534.26,-144.71,553.511275133579,"F",-567.128346475869,2093.80132947411,2169.2483879639,"child",616.526,2715.896,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2817","F8","price",896.69111108839,896.817131924198,"I","I don't have a ((same in it))",889.51,792.89,739.84,733.9,725.84,1622.01,1822.96,2049.98,2188.82,2354.67,0.12602083580839,732.66,-163.67,750.7186853276,"F",-1298.75348746976,5813.80051401962,5957.09971697887,"child",776.396,2007.688,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2818","F8","goat",896.8591332945,896.943223984697,"DON'T","I don't have a ((same in it))",559.37,581.56,610.68,612.13,607.18,2430.02,2464.29,2406.22,2403.31,2064.62,0.0840906901963763,-365.4,47.8099999999999,368.514526307987,"F",568.552831334237,-4345.3086084403,4382.34631500108,"child",594.184,2353.692,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2819","F8","goat",904.418065388017,904.499379923321,"OKAY","okay well if this is not the same",843.35,786.09,692.62,671.65,634.47,1481.13,1479.76,1363.09,1347.8,1237.6,0.0813145353048412,-243.53,-208.88,320.839080069745,"F",-2568.79042863526,-2994.91350577147,3945.6547204869,"child",725.636,1381.876,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2820","F8","face",904.595903616549,904.735996052742,"OKAY","okay well if this is not the same",734.18,712.98,658.37,630.47,601.72,2673.06,2792.32,2315.52,2157.8,2272.23,0.140092436193413,-400.83,-132.46,422.149665995367,"F",-945.518570446761,-2861.1823085624,3013.36515707774,"child",667.544,2442.186,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2821","F8","price",936.199897834592,936.332583555161,"BYE","bye",1191.08,1122.39,1145.76,1176.9,1071.73,1571.32,1563.52,1732.03,1904.68,2265.7,0.132685720569498,694.38,-119.35,704.562280355683,"F",-899.493928116304,5233.26848601088,5310.00832140523,"child",1141.572,1807.45,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2822","F8","fleece",978.689548110585,979.163035839705,"SEE","do you see",543.57,501.34,534.94,559.82,536.07,3202.98,3273.11,3306.27,3278.01,3054.17,0.473487729119597,-148.81,-7.5,148.998879525988,"F",-15.839903631601,-314.284807922472,314.683719054423,"child",535.148,3222.908,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2823","F8","face",981.848521748093,982.043760810857,"LADY","um a lady",720.3,626.7,582.33,642.42,697.54,2757.24,2986.6,3026.72,3013.63,3009.52,0.195239062763903,252.28,-22.76,253.304591351993,"F",-116.575032054538,1292.15945020733,1297.40733112567,"child",653.858,2958.742,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2824","F8","face",985.375494123932,985.548646074335,"LADY","Abdullahi do you see a lady cutting",615.7,634.04,646.64,643.7,645.73,2698.87,2491.54,2927.05,3078.93,3003.76,0.173151950403394,304.89,30.03,306.36532604066,"F",173.431485640438,1760.82336519857,1769.34377768727,"child",637.162,2840.03,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2825","F8","face",990.996344767333,991.10657196847,"LADY","a lady cutting pears",587.18,578.08,585.93,588.97,587.54,2790.95,2995.24,3169.58,3221.67,3006.9,0.110227201136581,215.95,0.360000000000014,215.950300069252,"F",3.26598150264147,1959.13529304277,1959.13801532229,"child",585.54,3036.868,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2826","F8","goat",1004.68508812805,1004.89004750423,"NO","no",749.46,735.3,738.73,740.45,731.83,1729.66,1623,1558.31,1485.4,1482.47,0.204959376186594,-247.19,-17.63,247.817902904532,"F",-86.0170455629692,-1206.0438736648,1209.10742175035,"child",739.154,1575.768,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2827","F8","goat",1023.35936578522,1023.67616480309,"SO","that's so funny",579,723.16,648.38,551.59,513.22,1555.54,2074.12,2337.24,2408.6,2138.3,0.316799017861285,582.76,-65.78,586.460762540854,"F",-207.639532609923,1839.52590489144,1851.20764104655,"child",603.07,2102.76,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2828","F8","goat",1063.41940215972,1063.51923189356,"OKAY","okay Abdullahi",882.02,854.38,805.14,744.47,695.91,1458.53,1441.09,1480.57,1514.98,1387.74,0.0998297338428529,-70.79,-186.11,199.118447663696,"F",-1864.27422808685,-709.107369868722,1994.58057232867,"child",796.384,1456.582,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2829","F8","face",1063.5789445687,1063.76694857757,"OKAY","okay Abdullahi",724.64,851.56,872.91,823.05,717.46,2511.77,2790.42,3054.29,3014.4,2886.29,0.18800400887676,374.52,-7.17999999999995,374.588818306153,"F",-38.1906749909071,1992.08518072348,1992.45122773793,"child",797.924,2851.434,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2830","F8","goat",1070.27187998153,1070.41476861251,"ONLY","do you only have hay",662.68,671.84,690.46,711.5,709.59,1804.72,1689.74,1694.16,1795.05,1989.08,0.142888630972493,184.36,46.9100000000001,190.23448083878,"F",328.297637682809,1290.2356103859,1331.34791441456,"child",689.214,1794.55,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2831","F8","face",1071.1325781196,1071.44462951847,"HAY","do you only have hay",688.67,585.99,554.29,608.98,488.54,2997,3021.78,3213.27,3210.76,3253.19,0.312051398870381,256.19,-200.13,325.092806749088,"F",-641.336653911715,820.986545573588,1041.79249933157,"child",585.294,3139.2,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2832","F8","price",1075.18937656075,1075.41794003187,"LION'S","the lion's gate",1097.37,1121.81,1048.5,977.76,784.04,1546.39,1548.38,1450.24,2817.58,2904.16,0.228563471117468,1357.77,-313.33,1393.45436301301,"F",-1370.86647515502,5940.45056002053,6096.57508349992,"child",1005.896,2053.35,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2833","F8","face",1075.7721517027,1075.98002685285,"GATE","the lion's gate",629.75,622.6,581.15,469.59,442.98,3210.22,3293.61,3221.83,3310.23,3525.91,0.207875150149448,315.69,-186.77,366.801320880937,"F",-898.471990835485,1518.65193974864,1764.52702796478,"child",549.214,3312.36,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2834","F8","price",1077.89454807291,1078.0606651261,"MY","my lion's gate",1020.84,1179.51,1175.8,968.83,896.35,1573.14,1689.17,1858.36,1979.89,2245.82,0.16611705319383,672.68,-124.49,684.102435677582,"F",-749.411319346856,4049.43374004533,4118.19510715346,"child",1048.266,1869.276,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2835","F8","price",1078.10389801131,1078.27707673423,"LION'S","my lion's gate",1060.86,1084.77,1068.46,997.81,850.77,2192.43,2146.16,2146.24,2218.79,2348.04,0.173178722913462,155.61,-210.09,261.442690087139,"F",-1213.13979261172,898.551492828359,1509.66981213843,"child",1012.534,2210.332,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2836","F8","face",1078.4920916187,1078.65542195011,"GATE","my lion's gate",708.29,695.13,665.59,607.51,581.33,3124.25,3243.44,3193.92,3192.19,3293.74,0.1633303314145,169.49,-126.96,211.768037484413,"F",-777.320408894541,1037.7129497758,1296.56283465799,"child",651.57,3209.508,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2837","F8","price",1093.76550290868,1093.88986159981,"I","I don't",1125.66,1090.41,1039.23,848.78,835.91,1585.54,2137.48,2279.03,2369.58,2538.36,0.124358691128009,952.82,-289.75,995.902111103295,"F",-2329.95376014166,7661.86899650795,8008.30325624898,"child",987.998,2181.998,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2838","F8","goat",1093.96422256236,1094.16959875007,"DON'T","I don't",633.27,738.84,757.62,780.54,756.87,2172.82,2017.33,2137.8,2235.1,2364.99,0.205376187710954,192.17,123.6,228.486911878995,"F",601.822447760859,935.697571085795,1112.52874262408,"child",733.428,2185.608,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2839","F8","face",1125.41138084536,1125.50867753476,"WAKE","wake up",636.48,625.17,625.4,609.92,626.14,2284.93,2436.79,2746.47,2857.31,3018.41,0.0972966894021283,733.48,-10.34,733.552878802885,"F",-106.272886195178,7538.59154414308,7539.34058096368,"child",624.622,2668.782,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2840","F8","price",1137.0637203582,1137.25632820092,"FIVE","that has five on it",1043.82,1057.94,1041.79,937.22,775.64,1518.21,1668.02,1800.96,2161.34,2858.86,0.192607842723419,1340.65,-268.18,1367.2099088655,"F",-1392.36282494011,6960.51615055544,7098.4124505708,"child",971.282,2001.478,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2841","F8","goat",1146.11389715324,1146.2405311876,"OKAY","okay",843.81,819.84,787.73,761.39,645.4,1370.15,1266.26,1428.28,1187.27,1256.27,0.126634034360677,-113.88,-198.41,228.768840754155,"F",-1566.79838087518,-899.28430832148,1806.53520129177,"child",771.634,1301.646,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2842","F8","price",1149.4152374544,1149.8174866545,"BYE","I'm circling the difference bye",1036.13,1135.52,1142.28,1152.44,975.74,1603.09,1674.91,1682.67,1879.83,1950.28,0.402249200097003,347.19,-60.3900000000001,352.402962813879,"F",-150.130814394254,863.121666659063,876.081202222146,"child",1088.422,1758.156,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2843","F8","face",1154.47482949228,1154.74967166314,"WAIT","wait fun",684.48,731.56,554.78,512.11,489.55,2905.44,2896.16,2932.05,3126.13,3168.19,0.274842170858619,262.75,-194.93,327.162448028499,"F",-709.243415561121,956.003218789742,1190.36480830591,"child",594.496,3005.594,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2844","F8","goat",1167.27763540235,1167.503512999,"NO","no it's gonna rip",801.46,866.5,946.05,868.26,583.04,1599,1453.31,1435.34,1041.72,1058.07,0.225877596644068,-540.93,-218.42,583.363147019076,"F",-966.983902986096,-2394.79261350732,2582.65164711454,"child",813.062,1317.488,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2845","F8","face",1176.34974560358,1176.53269534986,"GAVE","you gave me the same one",597.19,580.31,586.03,634.21,765.07,3276.31,3434.29,3288.84,3263.45,3287.56,0.182949746286113,11.25,167.88,168.256521121768,"F",917.629039711563,61.4922962637306,919.687097344391,"child",632.562,3310.09,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2846","F8","goat",1191.11776517074,1191.30547479505,"NO","no",737.99,754.03,738.07,750.03,783,1575.27,1484.99,1428.7,1308.57,1200.68,0.187709624301306,-374.59,45.01,377.284465887479,"F",239.78525431254,-1995.58227978081,2009.93671630749,"child",752.624,1399.642,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2847","F8","price",1195.57534866213,1195.65518827605,"I","I don't have it",1075.33,1027.08,804.72,761.89,609.54,1850.23,1862.31,1891.27,2230.41,2477.1,0.0798396139223314,626.87,-465.79,780.977798019892,"F",-5834.07129765337,7851.61612391844,9781.8333487889,"child",855.712,2062.264,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2848","F8","goat",1195.73360403542,1195.83704509289,"DON'T","I don't have it",573.27,649.63,686.11,746.05,747.65,1874.6,1820.54,1918.95,1952.71,1929.6,0.103441057466853,55,174.38,182.847981667832,"F",1685.7909641525,531.703767796693,1767.6538324874,"child",680.542,1899.28,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2849","F8","goat",1209.00979254643,1209.2641563786,"NO","no",693.32,751.98,664.23,568.84,551.09,1561.86,1324.2,1346.48,1339.88,1177.77,0.254363832174249,-384.09,-142.23,409.578443036252,"F",-559.159683923015,-1510.00241157274,1610.20707832266,"child",645.892,1350.038,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2850","F8","goat",1213.52516819728,1213.62163370631,"OKAY","okay",754.99,651.36,607.34,587.34,595.31,1257.89,1385.24,1464.14,1466.69,1407.75,0.096465509026757,149.86,-159.68,218.987949440146,"F",-1655.30666464123,1553.50862201362,2270.11655927099,"child",639.268,1396.342,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2851","F8","face",1213.68736547121,1213.86504493155,"OKAY","okay",589.14,582.48,645.94,690.37,586.54,2710.03,2927.56,2660.99,2985.34,2945.74,0.177679460340869,235.71,-2.60000000000002,235.724339218503,"F",-14.6330926209031,1326.60240833579,1326.68311107135,"child",618.894,2845.932,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2852","F8","face",1226.43028041063,1226.68424010157,"GATE","oh my gosh your gate is open mine's not",696.57,707.46,707.51,671.55,686.1,3053.1,3023.2,2974.15,3019.43,2919.65,0.253959690940519,-133.45,-10.47,133.86008889882,"F",-41.2270150480386,-525.477092469985,527.091871954483,"child",693.838,2997.906,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2853","F8","price",1227.45495803392,1227.62927739291,"MINE'S","oh my gosh your gate is open mine's not",916.83,932.1,938.89,940.62,859.69,1528.34,1684.52,1809.96,2160.05,2413.58,0.174319358996627,885.24,-57.14,887.082204308034,"F",-327.789181470692,5078.26557586831,5088.8335605066,"child",917.626,1919.29,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2854","F8","goat",1240.64259771954,1240.7137176307,"DON'T","you don't have a five ((and a))",522.08,522.23,528.68,525.22,513.91,2026.9,2310.31,2373.51,2340.21,2215.01,0.0711199111631231,188.11,-8.17000000000007,188.287336270924,"F",-114.876408960369,2644.96955808261,2647.46304082216,"child",522.424,2253.188,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2855","F8","price",1241.3564025934,1241.59766867403,"FIVE","you don't have a five ((and a))",641.44,1111.46,1144.64,659.41,590.1,1317.16,1730.26,2078.19,2237.28,2163.25,0.241266080627156,846.09,-51.34,847.646201961644,"F",-212.794106268668,3506.87505595748,3513.32520409931,"child",829.41,1905.228,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2856","F8","face",1274.52658341732,1274.82384353742,"SAME","is the same",741.79,738.94,714.56,670.04,675.73,2988.71,3470.35,3177.93,3173.74,3307.03,0.297260120097462,318.32,-66.0599999999999,325.102362341463,"F",-222.229608123488,1070.84663726716,1093.66289105606,"child",708.212,3223.552,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2857","F8","face",1275.57409309627,1275.89227425044,"WAY","way",749.49,730.62,717.44,612.32,544.31,2745.94,2761.81,2948.3,3014.63,3191.37,0.318181154175818,445.43,-205.18,490.414842047016,"F",-644.852774299207,1399.92577861437,1541.30700580722,"child",670.836,2932.41,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2858","F8","goat",1279.93794102176,1280.0801759181,"NO","no I meant the chicken",694.74,694.99,712.2,736.59,620.38,1996.47,1654.58,1411.02,1214.81,1119.53,0.142234896340142,-876.94,-74.36,880.087025924141,"F",-522.797160987658,-6165.43494293325,6187.56049724599,"child",691.78,1479.282,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2859","F8","price",1280.1034507838,1280.23576529568,"I","no I meant the chicken",919.15,957.9,965.63,941.63,847.25,1601.33,1675.5,1894.05,1996.79,2165.85,0.132314511884033,564.52,-71.9,569.080346172665,"F",-543.402223809107,4266.50102064975,4300.96697686067,"child",926.312,1866.704,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2860","F8","face",1282.08173080661,1282.34675519853,"SAME","is the same",665.06,645.55,668.83,757.66,665.43,3678.8,3516.77,3242.29,3289.53,3341.34,0.265024391924953,-337.46,0.370000000000005,337.460202838794,"F",1.39609791126236,-1273.31675982322,1273.31752518218,"child",680.506,3413.746,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2861","F8","goat",1291.49840997938,1291.6128704702,"NO","no you don't circle that you've circled (( ))",554.56,558.06,556.84,553.01,557.25,2190.15,2263.97,2413.39,2598.18,2697.65,0.114460490824285,507.5,2.69000000000005,507.507129112488,"F",23.5015591897961,4433.84434528673,4433.90662976967,"child",555.944,2432.668,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2862","F8","goat",1291.85267768856,1292.01200273605,"DON'T","no you don't circle that you've circled (( ))",565.28,549.01,548.91,543.62,540.3,1608.11,1666.3,1831.52,1914.02,2031.05,0.159325047492075,422.94,-24.98,423.677051538079,"F",-156.786396070226,2654.57319271182,2659.19927975639,"child",549.424,1810.2,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2863","F8","foot",1297.03951835055,1297.14887069113,"LOOK","look I don't (( ))",635.45,623.96,618.83,610.95,600.77,1685.89,1534.2,1455.25,1365.12,1331.57,0.109352340583428,-354.32,-34.6800000000001,356.013152566025,"F",-317.139988179236,-3240.16841440791,3255.65187417651,"child",617.992,1474.406,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2864","F8","price",1297.30649213373,1297.4197812349,"I","look I don't (( ))",898.05,831.5,708.51,689.26,671.64,2126.83,2370.47,2447.95,2682.25,3170.65,0.113289101171404,1043.82,-226.41,1068.0925430411,"F",-1998.51528221984,9213.77245654657,9428.02557348477,"child",759.792,2559.63,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2865","F8","price",1308.61329844262,1308.74166606994,"I","I don't",711.86,688.76,671.38,564.09,518.74,1755.43,1868.44,1836.92,1966.38,3040.17,0.128367627313537,1284.74,-193.12,1299.17366121701,"F",-1504.42914651921,10008.2865663789,10120.7266069021,"child",630.966,2093.468,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2866","F8","face",1325.86736161383,1326.16277724266,"SAME","I got two of the same",803.9,737.81,771.03,703.69,796.54,2946.28,3093.93,3070.38,2994.77,2984.87,0.29541562882946,38.5899999999997,-7.36000000000001,39.2855915063013,"F",-24.9140508549358,130.629513925539,132.984133784541,"child",762.594,3018.046,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2867","F8","price",1338.75183072533,1338.91380690738,"FIVE","lemme -- lemme count one two three four five six",908.69,977.71,971.84,913.76,727.63,1433.6,1658.88,1856.76,2042.71,2094.63,0.161976182050694,661.03,-181.06,685.378278398141,"F",-1117.81866758246,4081.03210997476,4231.35222549965,"child",899.926,1817.316,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2868","F8","face",1340.07301260248,1340.20307530338,"EIGHT","seven eight nine ten eleven",557.81,518.64,499.08,526.6,539.44,3192.36,3261.85,3198.12,3378.09,3332.08,0.130062700904546,139.72,-18.3699999999999,140.922444273437,"F",-141.239570393681,1074.25110372375,1083.49621600478,"child",528.314,3272.5,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2869","F8","price",1340.34580949126,1340.5153460269,"NINE","seven eight nine ten eleven",836.36,1028.95,925.94,768.44,603.61,2119.59,1903.99,1887.28,1969.13,2144.24,0.169536535643601,24.6499999999996,-232.75,234.051671645387,"F",-1372.86042277805,145.396388491851,1380.53824656067,"child",832.66,2004.846,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2870","F8","price",1344.88281770155,1345.03381672743,"FIVE","four five six seven eight",949.22,956.63,897.04,759.97,644.91,1770.27,1897.59,1936.83,2101.66,2152.53,0.150999025878718,382.26,-304.31,488.597261248976,"F",-2015.31101428708,2531.53951010936,3235.76432633026,"child",841.554,1971.776,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2871","F8","goat",1360.14766154534,1360.44259949957,"NO","uh no",744.69,726.45,676.41,665.92,586.75,1716.66,1687.67,1853.27,1766,1895.33,0.294937954226498,178.67,-157.94,238.470150123658,"F",-535.502459879103,605.788429192094,808.543446871963,"child",680.044,1783.786,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2872","F8","face",1381.11485210948,1381.17927387375,"HEY","hey do we get to keep this",656.87,654.44,660,659.06,658.09,2939.1,2894.84,2775.55,2775.28,2790.02,0.0644217642777676,-149.08,1.22000000000003,149.084991867055,"F",18.9376992958428,-2314.12476313457,2314.20225041097,"child",657.692,2834.958,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
"2873","F8","foot",1388.19662556689,1388.32086957023,"LOOK","look -- do you know that's the same",645.16,720.6,736.59,764.59,741.26,2418.6,2251.88,2210.43,2076.46,2017.66,0.124244003335434,-400.94,96.1,412.296123678115,"F",773.477974148573,-3227.03703387231,3318.43881885388,"child",721.64,2195.006,534.680545454545,3301.07163636364,1143.9725,1729.0735,534.680545454545,534.680545454545,737.777863636363,1854.9418939394
